school_code,school_name,2016
5405,Fisher Road School,
1920,Five Dock Public School,94.7
5723,Five Islands School,
8373,Five Islands Secondary College,76.9
4463,Flinders Public School,95.4
4379,Floraville Public School,94.5
8194,Forbes High School,85.4
4100,Forbes North Public School,92.8
1926,Forbes Public School,93.4
1930,Forest Hill Public School,95.8
1932,Forest Lodge Public School,94.9
4019,Forestville Public School,96.2
1936,Forster Public School,92.3
8504,Fort Street High School,96.6
1937,Fort Street Public School,95
5562,Fowler Road School,
8439,Francis Greenway High School,85.3
4581,Frank Partridge VC Public School,91.1
4456,Franklin Public School,93.1
1943,Frederickton Public School,94
1944,Freemans Reach Public School,94.4
1946,Frenchs Forest Public School,95.6
5685,G S Kidd Memorial School,
8481,Galston High School,91.2
1952,Galston Public School,95.2
4670,Galungara Public School,
1954,Ganmain Public School,93.9
1956,Garah Public School,91
4136,Garden Suburb Public School,95
7418,Gardeners Road Public School,92.9
4385,Gateshead West Public School,
5767,George Bass School,
3702,Georges Hall Public School,94.8
8813,Georges River College Hurstville Boys Campus,90.1
8284,Georges River College Oatley Senior Campus,na
8408,Georges River College Peakhurst Campus,92.3
8857,Georges River College Penshurst Girls Campus,91.5
1969,Gerogery Public School,95.2
1971,Gerringong Public School,93.7
1972,Geurie Public School,95.6
1978,Gilgai Public School,93.1
8349,Gilgandra High School,87.5
1979,Gilgandra Public School,91.2
1982,Gillieston Public School,90.9
4421,Gillwinga Public School,90.1
1986,Girilambone Public School,90.8
8500,Girraween High School,97
1988,Girraween Public School,95
1990,Gladesville Public School,96.5
1991,Gladstone Public School,93.9
7419,Glebe Public School,91.8
4667,Gledswood Hills Public School,
3903,Glen Alice Public School,97.2
8114,Glen Innes High School,87.4
2005,Glen Innes Public School,90.7
5116,Glen Innes West Infants School,90.4
2020,Glen William Public School,91.2
1994,Glenbrook Public School,96.3
4207,Glendale East Public School,91.1
8466,Glendale Technology High School,84.6
4608,Glendenning Public School,94.4
4620,Glendore Public School,93.9
5401,Glenfield Park School,
2001,Glenfield Public School,93
2003,Glenhaven Public School,95.5
8276,Glenmore Park High School,88.1
4591,Glenmore Park Public School,93.4
2009,Glenmore Road Public School,96.1
2012,Glenorie Public School,93.6
2015,Glenquarry Public School,95.1
2016,Glenreagh Public School,92.2
4020,Glenroi Heights Public School,90
4468,Glenroy Public School,90.8
5627,Glenvale School,
8268,Glenwood High School,93.5
4529,Glenwood Public School,92.6
2021,Glossodia Public School,94.1
8371,Gloucester High School,89.6
7303,Gloucester Public School,92.7
2027,Gol Gol Public School,93.6
2033,Goodooga Central School,85.4
2035,Goolgowi Public School,93.3
2036,Goolma Public School,94.8
2037,Goolmangar Public School,92.1
2038,Gooloogong Public School,94.5
2041,Goonellabah Public School,87.5
2042,Goonengerry Public School,92.5
3985,Gordon East Public School,95.7
3943,Gordon West Public School,96.6
8515,Gorokan High School,88.4
4517,Gorokan Public School,92.7
4218,Gosford East Public School,94.6
8115,Gosford High School,93.8
2049,Gosford Public School,94.1
2054,Goulburn East Public School,94.7
8116,Goulburn High School,88.7
2055,Goulburn North Public School,94.1
2053,Goulburn Public School,93.2
2056,Goulburn South Public School,94.2
3741,Goulburn West Public School,94.6
4567,Governor Philip King Public School,95.2
8117,Grafton High School,85
2060,Grafton Public School,92.3
4609,Grahamstown Public School,93.7
5730,Gralee School,
8811,Granville Boys High School,82.8
5236,Granville East Public School,93.2
2064,Granville Public School,92.4
8436,Granville South Creative and Performing Arts High School,83.3
2066,Granville South Public School,92.3
2068,Gravesend Public School,94.5
3914,Grays Point Public School,95.3
8534,Great Lakes College Forster Campus,88.3
8281,Great Lakes College Senior Campus,na
8289,Great Lakes College Tuncurry Campus,89.7
2071,Green Hill Public School,92
2075,Green Valley Public School,93.8
1123,Greenacre Public School,92.3
2070,Greenethorpe Public School,95.3
4624,Greenway Park Public School,94.3
3872,Greenwell Point Public School,92.6
2076,Greenwich Public School,96.2
2082,Grenfell Public School,94
2083,Gresford Public School,94.1
2084,Greta Public School,93.2
8385,Greystanes High School,91.5
2086,Greystanes Public School,95
4268,Griffith East Public School,93.7
8118,Griffith High School,84.1
4027,Griffith North Public School,92.5
2087,Griffith Public School,90.3
2089,Grong Grong Public School,
4483,Grose View Public School,95.7
2093,Guildford Public School,93.2
4000,Guildford West Public School,92.6
4461,Guise Public School,91.6
2094,Gulargambone Central School,88.8
8546,Gulgong High School,91.2
2097,Gulgong Public School,92.1
2099,Gulmarrad Public School,93.2
2100,Gum Flat Public School,93.9
8442,Gundagai High School,88.1
2102,Gundagai Public School,91.9
2103,Gundagai South Public School,94.6
2104,Gundaroo Public School,95.7
8188,Gunnedah High School,81.3
2109,Gunnedah Public School,90
4018,Gunnedah South Public School,93.6
2111,Gunning Public School,94.6
2114,Guyra Central School,90.1
2115,Gwabegar Public School,94.9
4320,Gwandalan Public School,93.2
3826,Gwynneville Public School,92.6
2116,Gymea Bay Public School,95.3
4389,Gymea North Public School,95.1
8386,Gymea Technology High School,92
2117,Haberfield Public School,96.2
5642,Halinda School,
4611,Hallidays Point Public School,93.1
4590,Hambledon Public School,94.4
3897,Hamilton North Public School,94.4
7420,Hamilton Public School,93.9
3795,Hamilton South Public School,94.7
2128,Hammondville Public School,94.2
4494,Hampden Park Public School,92
2129,Hampton Public School,94.3
2131,Hannam Vale Public School,96.5
4092,Hannans Road Public School,91.8
2132,Hanwood Public School,94.4
2133,Harbord Public School,94.4
5118,Harcourt Public School,94.7
2136,Hargraves Public School,92.8
4628,Harrington Park Public School,93.9
2139,Harrington Public School,93.6
4314,Harrington Street Public School,94.6
2142,Harwood Island Public School,93.9
4598,Hassall Grove Public School,92.6
4524,Hastings Public School,94.6
8364,"Hastings Secondary College, Port Macquarie Campus",87.1
8554,"Hastings Secondary College, Westport Campus",85.9
5698,Havenlee School,
8565,Hawkesbury High School,88.5
2145,Hay Public School,93.5
8119,Hay War Memorial High School,86.9
4399,Hayes Park Public School,94
3854,Hazelbrook Public School,94
5272,Heathcote East Public School,96
8246,Heathcote High School,93.9
2149,Heathcote Public School,94.9
4129,Heaton Public School,94.9
4447,Hebersham Public School,90.8
4336,Heckenberg Public School,92.8
2153,Helensburgh Public School,93.7
4619,Henry Fulton Public School,94.1
8467,Henry Kendall High School,88.1
2154,Henty Public School,91.8
2155,Hermidale Public School,91.1
2156,Hernani Public School,91.8
2157,Herons Creek Public School,88.3
5576,Highlands School,
2161,Hill End Public School,95.7
2166,Hill Top Public School,92.4
4318,Hillsborough Public School,94.9
2164,Hillside Public School,96.8
2165,Hillston Central School,89.6
3997,Hilltop Road Public School,92.3
4437,Hillvue Public School,86.3
4613,Hinchinbrook Public School,93.5
2167,Hinton Public School,93.1
4452,Hobartville Public School,93.6
2170,Holbrook Public School,94
2171,Holgate Public School,93.8
5736,Holman Place School,
2172,Holmwood Public School,91.7
8424,Holroyd High School,89.7
5633,Holroyd School,
8564,Holsworthy High School,89.7
4288,Holsworthy Public School,94.8
8151,Homebush Boys High School,93
2173,Homebush Public School,95.6
5251,Homebush West Public School,94.5
5755,HopeTown School,
8120,Hornsby Girls High School,97.1
4274,Hornsby Heights Public School,95.2
4365,Hornsby North Public School,96.2
5191,Hornsby South Public School,95.1
2182,Horsley Park Public School,94
2186,Howlong Public School,94.2
8485,Hoxton Park High School,88.8
2187,Hoxton Park Public School,93.9
4407,Hume Public School,91.6
2188,Humula Public School,96.6
5687,Hunter River Community School,
8219,Hunter River High School,88.7
8819,Hunter School of Performing Arts,93.2
8233,Hunter Sports High School,84.2
8207,Hunters Hill High School,90.1
2189,Hunters Hill Public School,95.6
2190,Huntingdon Public School,94.3
8121,Hurlstone Agricultural High School,96.6
5195,Hurstville Grove Infants School,91.5
2197,Hurstville Public School,95.1
2198,Hurstville South Public School,95.7
2199,Huskisson Public School,92.7
2201,Ilford Public School,94.6
2203,Illabo Public School,97.4
4246,Illaroo Road Public School,95.6
8205,Illawarra Sports High School,85.5
4077,Illawong Public School,95.2
2204,Iluka Public School,92.3
8262,Ingleburn High School,87.1
2206,Ingleburn Public School,92.3
8913,Inner Sydney High School,
8122,Inverell High School,87.6
2209,Inverell Public School,91.8
2211,Iona Public School,94.3
4638,Ironbark Ridge Public School,95.2
8562,Irrawang High School,87.5
4372,Irrawang Public School,90.1
2212,Islington Public School,92.6
2213,Ivanhoe Central School,94
8263,J J Cahill Memorial High School,87.5
2218,Jamberoo Public School,94.1
8460,James Busby High School,87.6
8882,James Cook Boys High School,88
4579,James Erskine Public School,93.7
8266,James Fallon High School,85.7
8497,James Meehan High School,83.5
8235,James Ruse Agricultural High School,98.1
8559,Jamison High School,88.9
4544,Jamisontown Public School,94.8
4004,Jannali East Public School,95.7
3829,Jannali Public School,96.1
4382,Jasper Road Public School,95.1
2223,Jennings Public School,80.8
2225,Jerangle Public School,97
2226,Jerilderie Public School,94.7
4633,Jerrabomberra Public School,95.4
2231,Jerrys Plains Public School,91
2234,Jesmond Public School,93
4469,Jewells Primary School,94.6
2235,Jiggi Public School,95.7
2236,Jilliby Public School,93.3
2237,Jindabyne Central School,91.8
2239,Jindera Public School,95.1
8290,John Edmondson High School,91
4648,John Palmer Public School,95.3
4572,John Purchase Public School,96.1
4479,John Warby Public School,91.8
2243,Johns River Public School,89.2
4669,Jordan Springs Public School,
2245,Jugiong Public School,92
8179,Junee High School,87.6
2248,Junee North Public School,93.6
2247,Junee Public School,92
3874,Kahibah Public School,94.4
5699,Kalinda School,
4515,Kambora Public School,96
8489,Kanahooka High School,88.6
5744,Kandeer School,
8318,Kandos High School,90.8
2254,Kandos Public School,90.5
2255,Kangaloon Public School,94.2
2256,Kangaroo Valley Public School,94.6
2259,Kanwal Public School,93.4
3923,Kapooka Public School,94.3
8524,Karabar High School,87.5
2260,Karangi Public School,93.5
4488,Kareela Public School,95.6
8292,Kariong Mountains High School,89.2
4580,Kariong Public School,93.8
5581,Karningul School,
5670,Karonga School,
2263,Karuah Public School,91.8
8150,Katoomba High School,87.7
3987,Katoomba North Public School,91.9
4546,Katoomba Public School,92.2
4593,Kearns Public School,91.9
2267,Kearsley Public School,92.5
2270,Kegworth Public School,95.9
8541,Keira High School,89.7
2271,Keiraville Public School,95.2
2273,Kellys Plains Public School,92.3
8477,Kellyville High School,92.3
2274,Kellyville Public School,95.4
4639,Kellyville Ridge Public School,95
2275,Kelso Public School,92.4
4083,Kemblawarra Public School,90
3615,Kemps Creek Public School,93.5
2278,Kempsey East Public School,95.9
8123,Kempsey High School,78.5
4196,Kempsey South Public School,85.9
2279,Kempsey West Public School,90.1
2280,Kendall Public School,92.8
2283,Kensington Public School,96.1
4160,Kent Road Public School,95.9
2284,Kenthurst Public School,94.9
2285,Kentlyn Public School,94.2
2286,Kentucky Public School,90.8
4270,Khancoban Public School,95.2
8171,Kiama High School,90.8
2293,Kiama Public School,93.6
8457,Killara High School,95.5
3918,Killara Public School,96.5
8422,Killarney Heights High School,95.4
4386,Killarney Heights Public School,95.6
4426,Killarney Vale Public School,92
2303,Kinchela Public School,94.3
8585,Kincumber High School,89.1
2304,Kincumber Public School,94
4467,King Park Public School,93.6
4514,King Street Public School,92.4
4528,Kings Langley Public School,95
8579,Kingscliff High School,88.8
4054,Kingscliff Public School,92.8
8247,Kingsgrove High School,90.2
8221,Kingsgrove North High School,91.9
2307,Kingsgrove Public School,93.9
2310,Kingstown Public School,94.3
8458,Kingswood High School,85.4
4346,Kingswood Park Public School,92.3
2312,Kingswood Public School,93.2
4339,Kingswood South Public School,92.9
2314,Kirkton Public School,95.2
8437,Kirrawee High School,93.3
4075,Kirrawee Public School,93.6
2315,Kitchener Public School,93.9
8320,Kogarah High School,88.9
2319,Kogarah Public School,95.2
4409,Koonawarra Public School,91
2326,Koorawatha Public School,89.8
8483,Kooringal High School,87.3
4173,Kooringal Public School,93.2
2327,Kootingal Public School,94
2330,Kororo Public School,93.9
8423,Kotara High School,92.2
5738,Kotara School,
4203,Kotara South Public School,95.3
2333,Krambach Public School,95.6
2334,Kulnura Public School,93.1
8416,Ku-ring-gai High School,91.8
2340,Kurmond Public School,93.5
2341,Kurnell Public School,94.3
2343,Kurrajong East Public School,94.3
2344,Kurrajong North Public School,95.9
2342,Kurrajong Public School,94.1
5621,Kurrambee School,
8177,Kurri Kurri High School,85.5
7422,Kurri Kurri Public School,91.5
5141,Kyeemagh Public School,96
8189,Kyogle High School,92.9
2349,Kyogle Public School,92.5
2373,La Perouse Public School,90.6
2353,Ladysmith Public School,95.2
2354,Laggan Public School,92.5
2356,Laguna Public School,94
4230,Laguna Street Public School,96
2357,Lake Albert Public School,94.6
2359,Lake Cargelligo Central School,83.6
4654,Lake Cathie Public School,92.1
4011,Lake Heights Public School,93
8474,Lake Illawarra High School,86
3867,Lake Illawarra South Public School,93.2
8210,Lake Macquarie High School,83.1
8279,Lake Munmorah High School,88.4
2362,Lake Munmorah Public School,93.1
2363,Lake Wyangan Public School,94.4
4266,Lakelands Public School,93.8
2360,Lakemba Public School,92.8
5686,Lakeside School,
4191,Lalor Park Public School,89.8
8482,Lambton High School,92.8
2366,Lambton Public School,94
2368,Lane Cove Public School,96.3
3908,Lane Cove West Public School,96.3
2370,Lansdowne Public School,93.9
4391,Lansvale East Public School,90.1
5220,Lansvale Public School,93.9
4424,Lapstone Public School,95
2374,Largs Public School,93.8
2375,Larnook Public School,92.2
2377,Laurieton Public School,92.9
4168,Lavington East Public School,93.2
2378,Lavington Public School,93.1
5632,Lawrence Hargrave School,
2379,Lawrence Public School,93.3
2381,Lawson Public School,91.9
8156,Leeton High School,85.7
2386,Leeton Public School,94
1740,Leeville Public School,90.6
7423,Leichhardt Public School,95.9
4184,Lennox Head Public School,93
4475,Leonay Public School,94.9
2926,Leppington Public School,92.7
5712,Les Powell School,
4408,Lethbridge Park Public School,90.2
8532,Leumeah High School,87.3
4058,Leumeah Public School,94
2391,Leura Public School,93.2
4369,Lewisham Public School,94.9
2394,Lidcombe Public School,95.4
2395,Lightning Ridge Central School,86.6
4084,Lilli Pilli Public School,95.2
2404,Lindfield East Public School,96.5
4658,Lindfield Learning Village,
2403,Lindfield Public School,96.8
4042,Lindsay Park Public School,94.4
8544,Lisarow High School,90.6
2407,Lisarow Public School,94.5
4085,Lismore Heights Public School,93.2
1780,Lismore Public School,91.9
2409,Lismore South Public School,91.9
8125,Lithgow High School,86.3
2410,Lithgow Public School,92.3
8186,Liverpool Boys High School,90.5
8176,Liverpool Girls High School,88.6
7424,Liverpool Public School,93.1
4161,Liverpool West Public School,91.5
2413,Llandilo Public School,93.4
2417,Lochinvar Public School,92.9
2418,Lockhart Central School,89.5
4221,Loftus Public School,95.6
5753,Lomandra School,
2421,Londonderry Public School,93.4
2423,Long Flat Public School,94.3
1921,Lord Howe Island Central School,91.1
3594,Louth Public School,sp
2428,Lowanna Public School,89.4
2429,Lowesdale Public School,97
5713,Lucas Gardens School,
8271,Lucas Heights Community School,93.5
2431,Luddenham Public School,91.6
2432,Lue Public School,96.6
3796,Lugarno Public School,95.2
8401,Lurnea High School,86.3
4289,Lurnea Public School,91
2436,Lyndhurst Public School,93.1
4258,Lynwood Park Public School,92
8822,Macarthur Girls High School,93.3
2439,Macdonald Valley Public School,94.6
8490,Macintyre High School,87.3
8162,Macksville High School,85.1
2444,Macksville Public School,91.2
8362,Maclean High School,86.8
3946,Maclean Public School,92.8
8553,Macquarie Fields High School,93.5
4064,Macquarie Fields Public School,93.5
4449,Madang Avenue Public School,91.4
2448,Maimuru Public School,93.8
3236,Main Arm Upper Public School,93.4
5630,Mainsbridge School,
2451,Maitland East Public School,93.1
8127,Maitland Grossmann High School,90.2
8126,Maitland High School,85
3949,Maitland Public School,92
2454,Malabar Public School,95.4
4035,Mallan Public School,
4262,Mallawa Public School,sp
2460,Mandurama Public School,88.4
2462,Mangoplah Public School,
2464,Manifold Public School,91.6
2465,Manildra Public School,95.8
7305,Manilla Central School,87.8
4021,Manly Vale Public School,94.7
3950,Manly Village Public School,94.6
2469,Manly West Public School,95.6
4316,Mannering Park Public School,91.6
4552,Manning Gardens Public School,84.9
2472,Maraylya Public School,92.8
4282,Marayong Heights Public School,92.7
4166,Marayong Public School,90.3
4327,Marayong South Public School,92.8
4652,Marie Bashir Public School,95.6
3898,Marks Point Public School,94.8
2480,Maroota Public School,94.5
2482,Maroubra Bay Public School,93.2
7427,Maroubra Junction Public School,95.4
4454,Marra Creek Public School,sp
2485,Marrar Public School,95.6
8540,Marrickville High School,90.9
3952,Marrickville Public School,93.9
3951,Marrickville West Public School,93.4
8225,Marsden High School,91.9
2489,Marsden Park Public School,93.6
4278,Marsden Road Public School,93.6
2492,Martindale Public School,96.2
2493,Martins Creek Public School,96.3
2494,Martins Gully Public School,93.2
4431,Marton Public School,96.3
2496,Marulan Public School,94.3
5721,Mary Brooksbank School,
4600,Maryland Public School,94.2
2499,Mascot Public School,95.2
2500,Mathoura Public School,92.7
2501,Matong Public School,91.2
2502,Matraville Public School,93.1
4067,Matraville Soldiers Settlement Public School,90.9
8249,Matraville Sports High School,85.5
4526,Matthew Pearce Public School,95.9
4466,Mawarra Public School,94.1
2506,Mayfield East Public School,93.4
2507,Mayfield West Public School,94.7
2508,Mayrung Public School,94.8
3886,McCallums Hill Public School,92.9
2509,Meadow Flat Public School,94.1
3863,Meadowbank Public School,95.1
2511,Medlow Public School,94.7
2512,Medowie Public School,93.9
2515,Megalong Public School,95.5
3846,Melrose Park Public School,95.6
8566,Melville High School,82.9
8583,Menai High School,91.9
2520,Menai Public School,91.2
2522,Mendooran Central School,87.8
2523,Menindee Central School,86.7
4416,Merewether Heights Public School,94.4
8510,Merewether High School,95.8
2525,Merewether Public School,92.6
2526,Merimbula Public School,91.6
2528,Merriwa Central School,89.7
5126,Merrylands East Public School,92
8227,Merrylands High School,88.5
2531,Merrylands Public School,94.3
4444,Metella Road Public School,94.8
4521,Metford Public School,91.3
5577,Mian School,
2540,Michelago Public School,96.2
2542,Middle Dural Public School,93.1
2543,Middle Harbour Public School,95.5
4647,Middleton Grange Public School,93.1
4089,Middleton Public School,92.9
2550,Milbrodale Public School,94.5
2551,Milbrulong Public School,
2553,Millbank Public School,sp
8394,Miller High School,87.2
4338,Miller Public School,88.8
2554,Millers Forest Public School,91.9
2555,Millfield Public School,92.2
2558,Millthorpe Public School,94.6
2560,Milperra Public School,94.9
2565,Milton Public School,92.3
4432,Mimosa Public School,95.4
4577,Minchinbury Public School,92.9
5616,Minerva School,
4115,Mingoola Public School,99.2
2571,Minmi Public School,96
4498,Minnamurra Public School,94.1
2572,Minto Public School,90.1
4122,Miranda North Public School,94.1
2574,Miranda Public School,94.5
8403,Mitchell High School,90.8
2580,Mitchells Island Public School,93.6
2581,Mittagong Public School,93.2
2584,Moama Public School,89.7
2585,Modanville Public School,96.6
8499,Model Farms High School,93.3
2586,Mogo Public School,80.1
2590,Molong Central School,93
2593,Mona Vale Public School,95.1
8196,Monaro High School,89.1
2599,Monteagle Public School,95.7
2608,Moonbi Public School,93.6
8501,Moorebank High School,92.5
8241,Moorefield Girls High School,89.1
2616,Moorland Public School,92.6
4118,Moree East Public School,77.2
2618,Moree Public School,90.8
8325,Moree Secondary College Albert St Campus,65.3
8471,Moree Secondary College Carol Ave Campus,79.5
4232,Morgan Street Public School,93.1
8413,Morisset High School,84.8
2621,Morisset Public School,91
2623,Morpeth Public School,92.6
2624,Mortdale Public School,95
2625,Mortlake Public School,94.2
8368,Moruya High School,85.8
2628,Moruya Public School,91.2
8326,Mosman High School,94
7430,Mosman Public School,95.6
8388,Moss Vale High School,89.9
2631,Moss Vale Public School,93.4
2632,Moulamein Public School,92.5
8286,Mount Annan High School,89.5
4597,Mount Annan Public School,94.1
8407,Mount Austin High School,84.5
4215,Mount Austin Public School,87.2
4423,Mount Brown Public School,93.2
3885,Mount Colah Public School,95.8
4290,Mount Druitt Public School,92.5
2637,Mount George Public School,89.2
2640,Mount Hunter Public School,95.4
3939,Mount Hutton Public School,92
2641,Mount Kanwary Public School,94.9
2642,Mount Keira Public School,95.8
2643,Mount Kembla Public School,94.6
4049,Mount Kuring-gai Public School,92.3
5241,Mount Lewis Infants School,94.8
4095,Mount Ousley Public School,93
2647,Mount Pleasant Public School,94.2
4210,Mount Pritchard East Public School,92.9
2648,Mount Pritchard Public School,93.1
4435,Mount Riverview Public School,96.1
3881,Mount St Thomas Public School,94.6
4610,Mount Terry Public School,94.5
2652,Mount Victoria Public School,90.3
8574,Mount View High School,87.2
4395,Mount Warrigal Public School,91.6
4015,Mowbray Public School,96.2
8128,Mudgee High School,88
2656,Mudgee Public School,93.1
8498,Muirfield High School,92.4
2658,Mulbring Public School,92.4
2659,Mulgoa Public School,94.2
2660,Mullaley Public School,96.2
4606,Mullaway Public School,92.4
2662,Mullengandra Public School,sp
2664,Mullion Creek Public School,94.8
8193,Mullumbimby High School,87.9
2665,Mullumbimby Public School,94.3
2667,Mulwala Public School,92.1
8468,Mulwaree High School,89.5
5242,Mulyan Public School,93.6
2669,Mumbil Public School,96.4
2671,Mummulgum Public School,91.4
2675,Mungindi Central School,87
2680,Murrami Public School,
4401,Murray Farm Public School,96.4
8505,Murray High School,83.9
2681,Murringo Public School,93.6
8917,Murrumbidgee Regional High School,
8328,Murrumburrah High School,87.7
2685,Murrumburrah Public School,92.2
2686,Murrurundi Public School,91.1
4101,Murwillumbah East Public School,93.2
8129,Murwillumbah High School,85.8
2687,Murwillumbah Public School,92.8
5172,Murwillumbah South Infants School,
8164,Muswellbrook High School,85.2
2688,Muswellbrook Public School,93.9
3876,Muswellbrook South Public School,88.4
2695,Nabiac Public School,93.2
8595,Nambucca Heads High School,84.8
2696,Nambucca Heads Public School,92.6
2698,Nana Glen Public School,93.4
2699,Nangus Public School,91.5
2701,Naradhan Public School,91.2
2703,Narara Public School,94.1
8591,Narara Valley High School,87
4500,Nareena Hills Public School,94.7
2704,Narellan Public School,92
4621,Narellan Vale Public School,93.3
5578,Naremburn School,
8536,Narooma High School,87.1
2758,Narooma Public School,92.8
2706,Narrabeen Lakes Public School,93.8
3906,Narrabeen North Public School,95
8512,Narrabeen Sports High School,91.2
8170,Narrabri High School,87.3
2708,Narrabri Public School,92
2709,Narrabri West Public School,92.8
4214,Narrandera East Infants School,91.9
8157,Narrandera High School,83.7
2710,Narrandera Public School,90.9
4404,Narranga Public School,93.1
3827,Narraweena Public School,94.9
8462,Narromine High School,85.6
2713,Narromine Public School,91.8
3875,Narwee Public School,94.2
2714,Nashdale Public School,95.7
2725,Nemingha Public School,94.9
8383,Nepean Creative and Performing Arts High School,90.7
2730,Neutral Bay Public School,94.6
2732,Neville Public School,95
5247,New Lambton Heights Infants School,94.3
2738,New Lambton Public School,95.6
3798,New Lambton South Public School,95
4499,Newbridge Heights Public School,94.9
2736,Newcastle East Public School,94
8509,Newcastle High School,87.2
5704,Newcastle Junior School,
5701,Newcastle Middle School,
5511,Newcastle Senior School,
4627,Newington Public School,95.4
4478,Newling Public School,90.9
2740,Newport Public School,94.3
2741,Newrybar Public School,95.5
8530,Newtown High School of Performing Arts,94.8
2744,Newtown North Public School,96
7431,Newtown Public School,96.2
4427,Niagara Park Public School,94.4
2748,Niangala Public School,sp
2749,Nicholson Street Public School,93.3
5643,Niland School,
5128,Nillo Infants School,92.6
2751,Nimbin Central School,86.5
2752,Nimmitabel Public School,90.9
2759,Nords Wharf Public School,94.4
1327,Norfolk Island Central School,
